년월일,호기,구분,총량,평균,최대,최소,최대(시간별),최소(시간별),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2018.08.28,1,발전량,1.356,0.057,0.358,0,0.358,0.041,0,0,0,0,0,0,0,0,0,0.054,0.093,0.101,0.084,0.083,0.358,0.212,0.162,0.169,0.041,0,0,0,0,0
2018.08.29,1,발전량,5.925,0.247,0.982,0,0.982,0.001,0,0,0,0,0,0,0.001,0.048,0.246,0.538,0.726,0.756,0.982,0.747,0.712,0.528,0.518,0.091,0.032,0,0,0,0,0
2018.08.30,1,발전량,3.479,0.145,1.073,0,1.073,0.004,0,0,0,0,0,0,0.006,0.085,0.18,0.229,0.419,0.325,0.575,1.073,0.427,0.03,0.035,0.091,0.004,0,0,0,0,0
2018.08.31,1,발전량,1.508,0.063,0.398,0,0.398,0.006,0,0,0,0,0,0,0,0.006,0.086,0.071,0.093,0.139,0.398,0.325,0,0.069,0.03,0.25,0.041,0,0,0,0,0
2018.09.01,1,발전량,1.455,0.061,0.685,0,0.685,0.018,0,0,0,0,0,0,0.018,0.232,0.685,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.09.02,1,발전량,0.623,0.026,0.226,0,0.226,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.226,0.143,0.12,0.038,0,0,0,0,0,0
2018.09.03,1,발전량,0.631,0.026,0.139,0,0.139,0.002,0,0,0,0,0,0,0,0,0.027,0.06,0.079,0.139,0.098,0.079,0.091,0.034,0.021,0.002,0,0,0,0,0,0
2018.09.04,1,발전량,7.866,0.328,1.203,0,1.203,0.008,0,0,0,0,0,0,0,0.053,0.408,0.834,0.647,0.981,1.203,1.116,0.935,0.935,0.571,0.174,0.008,0,0,0,0,0
2018.09.05,1,발전량,7.642,0.318,1.124,0,1.124,0.014,0,0,0,0,0,0,0.014,0.241,0.578,0.562,0.829,1.124,0.8,0.983,0.797,0.792,0.627,0.275,0.02,0,0,0,0,0
2018.09.06,1,발전량,4.518,0.188,0.609,0,0.609,0.004,0,0,0,0,0,0,0.024,0.18,0.609,0.578,0.472,0.573,0.496,0.435,0.476,0.333,0.258,0.08,0.004,0,0,0,0,0
2018.09.07,1,발전량,4.456,0.186,0.689,0,0.689,0.009,0,0,0,0,0,0,0.009,0.063,0.169,0.592,0.689,0.445,0.599,0.422,0.536,0.415,0.326,0.18,0.012,0,0,0,0,0
2018.09.08,1,발전량,8.831,0.368,1.266,0,1.266,0.007,0,0,0,0,0,0,0.007,0.159,0.556,0.847,1.088,1.266,0.752,1.102,1.025,1.01,0.703,0.293,0.023,0,0,0,0,0
2018.09.09,1,발전량,10.256,0.427,1.409,0,1.409,0.006,0,0,0,0,0,0,0.013,0.28,0.694,1.022,1.239,1.361,1.409,1.368,1.243,0.676,0.765,0.18,0.006,0,0,0,0,0
2018.09.10,1,발전량,9.351,0.39,1.332,0,1.332,0.013,0,0,0,0,0,0,0.013,0.259,0.581,0.914,1.055,1.332,1.21,0.897,0.99,1.091,0.71,0.285,0.014,0,0,0,0,0
2018.09.11,1,발전량,7.606,0.317,1.185,0,1.185,0.009,0,0,0,0,0,0,0.009,0.286,0.609,0.945,0.913,0.958,1.185,0.926,0.794,0.514,0.291,0.163,0.014,0,0,0,0,0
2018.09.12,1,발전량,7.657,0.319,1.051,0,1.051,0.014,0,0,0,0,0,0,0.027,0.204,0.65,1.049,1.051,0.521,0.622,0.75,1.024,0.959,0.638,0.148,0.014,0,0,0,0,0
2018.09.13,1,발전량,1.931,0.08,0.308,0,0.308,0,0,0,0,0,0,0,0,0.044,0.113,0.091,0.125,0.144,0.308,0.237,0.17,0.275,0.281,0.139,0.004,0,0,0,0,0
2018.09.14,1,발전량,3.023,0.126,0.814,0,0.814,0.021,0,0,0,0,0,0,0,0.021,0.089,0.155,0.303,0.316,0.381,0.814,0.462,0.284,0.141,0.058,0,0,0,0,0,0
2018.09.15,1,발전량,1.997,0.083,0.405,0,0.405,0.008,0,0,0,0,0,0,0,0.078,0.276,0.207,0.405,0.235,0.309,0.17,0.169,0.073,0.067,0.008,0,0,0,0,0,0
2018.09.16,1,발전량,3.329,0.139,0.688,0,0.688,0.002,0,0,0,0,0,0,0.002,0.169,0.418,0.396,0.688,0.58,0.371,0.236,0.167,0.175,0.107,0.021,0,0,0,0,0,0
2018.09.17,1,발전량,8.556,0.357,1.394,0,1.394,0,0,0,0,0,0,0,0,0.052,0.31,0.949,1.133,0.958,1.2,1.394,1.183,0.528,0.61,0.231,0.007,0,0,0,0,0
2018.09.18,1,발전량,8.395,0.35,1.242,0,1.242,0.008,0,0,0,0,0,0,0.008,0.255,0.656,0.985,1.164,0.897,0.957,1.242,0.681,0.875,0.512,0.149,0.014,0,0,0,0,0
2018.09.19,1,발전량,4.18,0.174,0.576,0,0.576,0.001,0,0,0,0,0,0,0.006,0.188,0.352,0.392,0.469,0.528,0.547,0.485,0.576,0.375,0.197,0.062,0.001,0,0,0,0,0
2018.09.20,1,발전량,1.898,0.079,0.438,0,0.438,0.012,0,0,0,0,0,0,0,0.012,0.045,0.088,0.143,0.172,0.438,0.371,0.306,0.175,0.113,0.035,0,0,0,0,0,0
2018.09.21,1,발전량,2.283,0.095,0.411,0,0.411,0.005,0,0,0,0,0,0,0,0.005,0.048,0.094,0.218,0.255,0.273,0.411,0.403,0.344,0.149,0.082,0,0,0,0,0,0
2018.09.22,1,발전량,8.261,0.344,1.201,0,1.201,0.004,0,0,0,0,0,0,0.007,0.213,0.615,0.609,0.967,0.984,1.201,0.956,0.993,0.925,0.592,0.194,0.004,0,0,0,0,0
2018.09.23,1,발전량,6.756,0.281,1.047,0,1.047,0.002,0,0,0,0,0,0,0.013,0.161,0.444,0.779,0.912,0.729,0.522,0.96,1.047,0.782,0.378,0.025,0.002,0,0,0,0,0
2018.09.24,1,발전량,6.901,0.288,1.064,0,1.064,0.004,0,0,0,0,0,0,0.004,0.123,0.274,0.626,0.877,0.987,1.064,0.955,0.704,0.51,0.52,0.244,0.012,0,0,0,0,0
2018.09.25,1,발전량,9.87,0.411,1.415,0,1.415,0.001,0,0,0,0,0,0,0.006,0.237,0.675,1.025,1.26,1.378,1.415,1.221,0.971,0.961,0.555,0.165,0.001,0,0,0,0,0
2018.09.26,1,발전량,6.669,0.278,0.971,0,0.971,0.001,0,0,0,0,0,0,0,0.014,0.13,0.582,0.717,0.971,0.913,0.915,0.953,0.73,0.574,0.167,0.001,0,0,0,0,0
2018.09.27,1,발전량,9.099,0.379,1.384,0,1.384,0.001,0,0,0,0,0,0,0.005,0.228,0.65,1,1.264,1.357,1.384,1.276,1,0.627,0.182,0.123,0.001,0,0,0,0,0
2018.09.28,1,발전량,4.513,0.188,0.863,0,0.863,0.012,0,0,0,0,0,0,0.012,0.214,0.541,0.75,0.863,0.821,0.404,0.433,0.278,0.098,0.072,0.028,0,0,0,0,0,0
2018.09.29,1,발전량,7.52,0.313,1.265,0,1.265,0.005,0,0,0,0,0,0,0.005,0.082,0.445,0.999,1.265,1.159,1.073,1.14,0.746,0.117,0.34,0.136,0.012,0,0,0,0,0
2018.09.30,1,발전량,9.652,0.402,1.382,0,1.382,0,0,0,0,0,0,0,0,0.145,0.624,0.941,1.178,1.336,1.382,1.318,1.132,0.896,0.551,0.148,0,0,0,0,0,0
2018.10.01,1,발전량,6.787,0.283,1.295,0,1.295,0.001,0,0,0,0,0,0,0.001,0.123,0.527,0.792,1.266,1.295,0.461,0.868,0.945,0.287,0.201,0.021,0,0,0,0,0,0
2018.10.02,1,발전량,8.69,0.362,1.212,0,1.212,0.004,0,0,0,0,0,0,0.004,0.231,0.655,1,1.163,1.212,0.638,0.985,1.186,0.931,0.552,0.131,0,0,0,0,0,0
2018.10.03,1,발전량,9.687,0.404,1.324,0,1.324,0.004,0,0,0,0,0,0,0.004,0.226,0.649,0.984,1.207,1.324,1.32,1.299,1.146,0.89,0.517,0.122,0,0,0,0,0,0
2018.10.04,1,발전량,8.072,0.336,1.25,0,1.25,0.001,0,0,0,0,0,0,0.001,0.191,0.633,0.96,1.25,0.901,0.999,0.916,1.131,0.66,0.397,0.034,0,0,0,0,0,0
2018.10.05,1,발전량,1.122,0.047,0.181,0,0.181,0.002,0,0,0,0,0,0,0,0.01,0.061,0.091,0.17,0.15,0.172,0.181,0.18,0.085,0.02,0.002,0,0,0,0,0,0
2018.10.06,1,발전량,2.092,0.087,0.532,0,0.532,0.009,0,0,0,0,0,0,0,0.009,0.033,0.032,0.082,0.214,0.317,0.41,0.332,0.532,0.119,0.013,0,0,0,0,0,0
2018.10.07,1,발전량,8.156,0.34,1.274,0,1.274,0.002,0,0,0,0,0,0,0.002,0.21,0.559,0.891,0.649,0.902,1.274,1.206,1.07,0.827,0.47,0.096,0,0,0,0,0,0
2018.10.08,1,발전량,8.36,0.348,1.274,0,1.274,0.002,0,0,0,0,0,0,0.002,0.178,0.379,0.837,0.804,1.25,1.274,1.182,1.108,0.8,0.453,0.095,0,0,0,0,0,0
2018.10.09,1,발전량,4.964,0.207,1.173,0,1.173,0.028,0,0,0,0,0,0,0,0.035,0.161,0.409,0.562,0.72,1.173,0.846,0.665,0.269,0.096,0.028,0,0,0,0,0,0
2018.10.10,1,발전량,7.96,0.332,1.398,0,1.398,0.035,0,0,0,0,0,0,0,0.035,0.164,0.38,0.805,1.193,1.398,1.349,1.174,0.881,0.494,0.087,0,0,0,0,0,0
2018.10.11,1,발전량,9.619,0.401,1.42,0,1.42,0.075,0,0,0,0,0,0,0,0.183,0.622,0.989,1.229,1.385,1.42,1.193,1.144,0.892,0.487,0.075,0,0,0,0,0,0
2018.10.12,1,발전량,9.401,0.392,1.344,0,1.344,0.077,0,0,0,0,0,0,0,0.188,0.619,0.96,1.189,1.314,1.344,1.275,1.118,0.85,0.468,0.077,0,0,0,0,0,0
2018.10.13,1,발전량,8.736,0.364,1.287,0,1.287,0.07,0,0,0,0,0,0,0,0.196,0.567,0.901,1.164,1.287,1.216,1.106,1.086,0.871,0.272,0.07,0,0,0,0,0,0
2018.10.14,1,발전량,7.797,0.325,1.222,0,1.222,0.048,0,0,0,0,0,0,0,0.143,0.552,0.901,1.129,1.22,1.222,0.789,0.654,0.692,0.448,0.048,0,0,0,0,0,0
2018.10.15,1,발전량,8.092,0.337,1.252,0,1.252,0.052,0,0,0,0,0,0,0,0.123,0.424,0.827,1.05,1.205,1.252,1.167,0.903,0.736,0.354,0.052,0,0,0,0,0,0
2018.10.16,1,발전량,3.74,0.156,0.699,0,0.699,0.014,0,0,0,0,0,0,0,0.033,0.144,0.288,0.511,0.554,0.699,0.591,0.457,0.26,0.189,0.014,0,0,0,0,0,0
2018.10.17,1,발전량,5.946,0.248,1.16,0,1.16,0.06,0,0,0,0,0,0,0,0.079,0.307,0.721,0.504,0.881,1.16,1.052,0.416,0.345,0.42,0.06,0,0,0,0,0,0
2018.10.18,1,발전량,3.351,0.14,0.525,0,0.525,0.077,0,0,0,0,0,0,0,0.145,0.23,0.193,0.525,0.345,0.26,0.434,0.396,0.514,0.233,0.077,0,0,0,0,0,0
2018.10.19,1,발전량,5.662,0.236,1.155,0,1.155,0.046,0,0,0,0,0,0,0,0.158,0.585,0.926,1.155,0.59,0.31,0.691,0.621,0.406,0.175,0.046,0,0,0,0,0,0
2018.10.20,1,발전량,8.816,0.367,1.284,0,1.284,0.039,0,0,0,0,0,0,0,0.149,0.574,0.925,1.137,1.257,1.284,1.215,1.056,0.786,0.394,0.039,0,0,0,0,0,0
2018.10.21,1,발전량,8.747,0.364,1.278,0,1.278,0.042,0,0,0,0,0,0,0,0.149,0.565,0.896,1.11,1.261,1.278,1.204,1.058,0.788,0.396,0.042,0,0,0,0,0,0
2018.10.22,1,발전량,6.176,0.257,1.061,0,1.061,0.024,0,0,0,0,0,0,0,0.067,0.255,0.697,1.061,1.02,0.975,0.833,0.749,0.345,0.151,0.024,0,0,0,0,0,0
2018.10.23,1,발전량,5.608,0.234,1.105,0,1.105,0.016,0,0,0,0,0,0,0,0.091,0.514,0.614,1.105,0.55,0.719,0.962,0.299,0.438,0.299,0.016,0,0,0,0,0,0
2018.10.24,1,발전량,8.522,0.355,1.244,0,1.244,0.032,0,0,0,0,0,0,0,0.135,0.547,0.891,1.12,1.224,1.244,1.179,1.02,0.761,0.369,0.032,0,0,0,0,0,0
2018.10.25,1,발전량,8.26,0.344,1.249,0,1.249,0.014,0,0,0,0,0,0,0,0.123,0.53,0.871,1.098,1.224,1.249,1.183,1.006,0.652,0.309,0.014,0,0,0,0,0,0
2018.10.26,1,발전량,0.581,0.024,0.112,0,0.112,0.001,0,0,0,0,0,0,0,0.005,0.042,0.042,0.1,0.095,0.091,0.051,0.112,0.043,0.001,0,0,0,0,0,0,0
2018.10.27,1,발전량,3.953,0.165,0.609,0,0.609,0.013,0,0,0,0,0,0,0,0.13,0.42,0.32,0.584,0.57,0.609,0.563,0.396,0.206,0.141,0.013,0,0,0,0,0,0
2018.10.28,1,발전량,3.772,0.157,0.945,0,0.945,0,0,0,0,0,0,0,0,0.08,0.474,0.831,0.505,0.289,0.945,0.462,0.18,0.005,0,0,0,0,0,0,0,0
2018.10.29,1,발전량,5.644,0.235,0.876,0,0.876,0.016,0,0,0,0,0,0,0,0.095,0.402,0.716,0.692,0.624,0.493,0.689,0.876,0.792,0.249,0.016,0,0,0,0,0,0
2018.10.30,1,발전량,8.736,0.364,1.305,0,1.305,0.02,0,0,0,0,0,0,0,0.128,0.551,0.918,1.154,1.285,1.305,1.237,1.05,0.754,0.334,0.02,0,0,0,0,0,0
2018.10.31,1,발전량,8.569,0.357,1.286,0,1.286,0.019,0,0,0,0,0,0,0,0.111,0.529,0.894,1.139,1.267,1.286,1.22,1.046,0.743,0.316,0.019,0,0,0,0,0,0
2018.11.01,1,발전량,8.193,0.341,1.219,0,1.219,0.016,0,0,0,0,0,0,0,0.106,0.523,0.88,1.099,1.213,1.219,1.138,0.962,0.714,0.322,0.016,0,0,0,0,0,0
2018.11.02,1,발전량,8.067,0.336,1.215,0,1.215,0.012,0,0,0,0,0,0,0,0.111,0.511,0.853,1.077,1.195,1.215,1.152,0.983,0.688,0.27,0.012,0,0,0,0,0,0
2018.11.03,1,발전량,7.988,0.333,1.216,0,1.216,0.01,0,0,0,0,0,0,0,0.096,0.502,0.849,1.08,1.198,1.216,1.141,0.965,0.677,0.255,0.01,0,0,0,0,0,0
2018.11.04,1,발전량,7.899,0.329,1.196,0,1.196,0.01,0,0,0,0,0,0,0,0.078,0.494,0.842,1.064,1.174,1.196,1.134,0.964,0.662,0.281,0.01,0,0,0,0,0,0
2018.11.05,1,발전량,6.025,0.251,0.935,0,0.935,0.009,0,0,0,0,0,0,0,0.072,0.417,0.735,0.935,0.887,0.892,0.804,0.656,0.482,0.135,0.009,0,0,0,0,0,0
2018.11.06,1,발전량,5.637,0.235,1.04,0,1.04,0.002,0,0,0,0,0,0,0,0.015,0.203,0.341,0.755,1.04,0.717,0.941,0.926,0.508,0.188,0.002,0,0,0,0,0,0
2018.11.07,1,발전량,0.75,0.031,0.179,0,0.179,0.002,0,0,0,0,0,0,0,0,0.013,0.054,0.103,0.066,0.099,0.179,0.112,0.072,0.049,0.002,0,0,0,0,0,0
2018.11.08,1,발전량,0.069,0.003,0.017,0,0.017,0.003,0,0,0,0,0,0,0,0,0.003,0.005,0.011,0.017,0.01,0.011,0.011,0,0,0,0,0,0,0,0,0
2018.11.09,1,발전량,3.039,0.127,0.818,0,0.818,0.011,0,0,0,0,0,0,0,0,0.024,0.011,0.222,0.259,0.422,0.42,0.818,0.595,0.257,0.011,0,0,0,0,0,0
2018.11.10,1,발전량,4.29,0.179,0.84,0,0.84,0.001,0,0,0,0,0,0,0,0.029,0.24,0.589,0.84,0.586,0.817,0.478,0.438,0.207,0.064,0.001,0,0,0,0,0,0
2018.11.11,1,발전량,4.08,0.17,1.042,0,1.042,0.007,0,0,0,0,0,0,0,0.072,0.342,0.667,0.751,1.042,0.674,0.347,0.11,0.039,0.029,0.007,0,0,0,0,0,0
2018.11.12,1,발전량,6.872,0.286,1.065,0,1.065,0.005,0,0,0,0,0,0,0,0.035,0.365,0.73,0.954,1.065,1.025,1.043,0.868,0.574,0.207,0.005,0,0,0,0,0,0
2018.11.13,1,발전량,3.937,0.164,1.159,0,1.159,0.001,0,0,0,0,0,0,0,0.006,0.385,0.673,0.655,1.159,0.23,0.358,0.234,0.172,0.066,0.001,0,0,0,0,0,0
2018.11.14,1,발전량,7.52,0.313,1.26,0,1.26,0.004,0,0,0,0,0,0,0,0.037,0.39,0.758,1.052,1.26,1.251,1.218,0.94,0.417,0.192,0.004,0,0,0,0,0,0
2018.11.15,1,발전량,6.396,0.267,1.062,0,1.062,0.006,0,0,0,0,0,0,0,0.042,0.396,0.754,0.978,1.062,0.949,0.851,0.8,0.411,0.148,0.006,0,0,0,0,0,0
2018.11.16,1,발전량,2.931,0.122,0.568,0,0.568,0.004,0,0,0,0,0,0,0,0.005,0.084,0.223,0.402,0.402,0.568,0.375,0.41,0.324,0.135,0.004,0,0,0,0,0,0
2018.11.17,1,발전량,6.549,0.273,1.124,0,1.124,0.008,0,0,0,0,0,0,0,0.037,0.4,0.757,0.988,1.124,1.107,0.932,0.69,0.389,0.115,0.008,0,0,0,0,0,0
2018.11.18,1,발전량,3.395,0.141,0.665,0,0.665,0.005,0,0,0,0,0,0,0,0.009,0.269,0.402,0.282,0.47,0.665,0.444,0.235,0.406,0.208,0.005,0,0,0,0,0,0
2018.11.19,1,발전량,5.334,0.222,0.976,0,0.976,0.001,0,0,0,0,0,0,0,0.024,0.322,0.689,0.945,0.949,0.976,0.261,0.586,0.471,0.112,0.001,0,0,0,0,0,0
2018.11.20,1,발전량,7.046,0.294,1.144,0,1.144,0.002,0,0,0,0,0,0,0,0.023,0.337,0.717,0.982,1.112,1.144,1.071,0.887,0.585,0.188,0.002,0,0,0,0,0,0
2018.11.21,1,발전량,1.79,0.075,0.331,0,0.331,0.006,0,0,0,0,0,0,0,0.006,0.059,0.234,0.331,0.173,0.222,0.296,0.26,0.17,0.038,0,0,0,0,0,0,0
2018.11.22,1,발전량,7.716,0.321,1.25,0,1.25,0.001,0,0,0,0,0,0,0,0.027,0.397,0.795,1.059,1.21,1.25,1.171,0.971,0.64,0.195,0.001,0,0,0,0,0,0
2018.11.23,1,발전량,7.322,0.305,1.227,0,1.227,0.001,0,0,0,0,0,0,0,0.025,0.395,0.788,1.045,1.18,1.227,1.167,0.974,0.333,0.187,0.001,0,0,0,0,0,0
2018.11.24,1,발전량,0.002,0,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018.11.25,1,발전량,3.325,0.139,1.117,0,1.117,0.001,0,0,0,0,0,0,0,0,0,0.001,0.04,0.309,0.745,1.117,0.69,0.321,0.102,0,0,0,0,0,0,0
2018.11.26,1,발전량,7.054,0.294,1.137,0,1.137,0.001,0,0,0,0,0,0,0,0.014,0.343,0.723,0.971,1.101,1.137,1.071,0.9,0.599,0.195,0.001,0,0,0,0,0,0
2018.11.27,1,발전량,5.612,0.234,1.031,0,1.031,0.011,0,0,0,0,0,0,0,0.011,0.307,0.674,0.917,1.031,0.956,0.906,0.551,0.222,0.038,0,0,0,0,0,0,0
2018.11.28,1,발전량,3.62,0.151,0.885,0,0.885,0.001,0,0,0,0,0,0,0,0.003,0.059,0.085,0.23,0.33,0.486,0.782,0.885,0.577,0.185,0.001,0,0,0,0,0,0
2018.11.29,1,발전량,4.375,0.182,0.939,0,0.939,0.002,0,0,0,0,0,0,0,0.002,0.165,0.486,0.742,0.91,0.939,0.616,0.294,0.164,0.057,0,0,0,0,0,0,0
2018.11.30,1,발전량,6.987,0.291,1.135,0,1.135,0,0,0,0,0,0,0,0,0.008,0.324,0.717,0.973,1.11,1.135,1.07,0.886,0.587,0.176,0,0,0,0,0,0,0
2018.12.01,1,발전량,5.158,0.215,1.03,0,1.03,0.002,0,0,0,0,0,0,0,0.002,0.08,0.27,0.619,0.894,0.985,1.03,0.777,0.335,0.165,0.002,0,0,0,0,0,0
2018.12.02,1,발전량,3.602,0.15,0.747,0,0.747,0,0,0,0,0,0,0,0,0,0.171,0.372,0.474,0.467,0.3,0.502,0.747,0.407,0.161,0.001,0,0,0,0,0,0
2018.12.03,1,발전량,0.281,0.012,0.072,0,0.072,0.011,0,0,0,0,0,0,0,0,0,0.011,0.037,0.062,0.072,0.049,0.038,0.012,0,0,0,0,0,0,0,0
2018.12.04,1,발전량,1.849,0.077,0.681,0,0.681,0.008,0,0,0,0,0,0,0,0,0,0.052,0.299,0.251,0.266,0.048,0.681,0.242,0.008,0,0,0,0,0,0,0
2018.12.05,1,발전량,3.993,0.166,1.075,0,1.075,0.003,0,0,0,0,0,0,0,0.003,0.242,0.538,0.896,1.075,0.523,0.412,0.163,0.096,0.044,0,0,0,0,0,0,0
2018.12.06,1,발전량,3.415,0.142,1.016,0,1.016,0.001,0,0,0,0,0,0,0,0,0.043,0.124,0.187,0.277,0.706,1.016,0.683,0.308,0.071,0.001,0,0,0,0,0,0
2018.12.07,1,발전량,6.603,0.275,1.07,0,1.07,0.001,0,0,0,0,0,0,0,0,0.266,0.72,0.898,1.019,1.07,1.018,0.819,0.579,0.213,0.001,0,0,0,0,0,0
2018.12.08,1,발전량,6.679,0.278,1.151,0,1.151,0.001,0,0,0,0,0,0,0,0.001,0.271,0.71,1.019,1.151,0.96,0.988,0.769,0.656,0.154,0,0,0,0,0,0,0
2018.12.09,1,발전량,7.316,0.305,1.2,0,1.2,0.002,0,0,0,0,0,0,0,0,0.267,0.726,1.004,1.162,1.2,1.136,0.968,0.642,0.208,0.002,0,0,0,0,0,0
2018.12.10,1,발전량,6.795,0.283,1.126,0,1.126,0,0,0,0,0,0,0,0,0.002,0.252,0.652,0.911,1.071,1.126,1.072,0.906,0.61,0.193,0,0,0,0,0,0,0
2018.12.11,1,발전량,0.496,0.021,0.165,0,0.165,0,0,0,0,0,0,0,0,0,0.041,0.066,0.141,0.165,0.076,0.008,0,0,0,0,0,0,0,0,0,0
2018.12.12,1,발전량,0.455,0.019,0.094,0,0.094,0.006,0,0,0,0,0,0,0,0,0,0.014,0.044,0.069,0.086,0.094,0.089,0.052,0.006,0,0,0,0,0,0,0
2018.12.13,1,발전량,1.023,0.043,0.327,0,0.327,0.001,0,0,0,0,0,0,0,0,0.001,0.056,0.113,0.254,0.327,0.204,0.03,0.03,0.008,0,0,0,0,0,0,0
2018.12.14,1,발전량,6.569,0.274,1.173,0,1.173,0,0,0,0,0,0,0,0,0,0.143,0.392,0.777,1.089,1.173,1.133,0.972,0.666,0.224,0,0,0,0,0,0,0
2018.12.15,1,발전량,6.827,0.284,1.136,0,1.136,0,0,0,0,0,0,0,0,0,0.26,0.664,0.943,1.093,1.136,1.085,0.906,0.561,0.177,0.001,0,0,0,0,0,0
2018.12.16,1,발전량,2.58,0.107,0.88,0,0.88,0.001,0,0,0,0,0,0,0,0,0.026,0.085,0.091,0.137,0.305,0.88,0.8,0.226,0.029,0.001,0,0,0,0,0,0
2018.12.17,1,발전량,6.046,0.252,1.154,0,1.154,0.048,0,0,0,0,0,0,0,0,0.048,0.222,0.882,1.062,1.154,1.096,0.89,0.552,0.142,0,0,0,0,0,0,0
2018.12.18,1,발전량,4.438,0.185,1.067,0,1.067,0.078,0,0,0,0,0,0,0,0,0.199,0.537,0.312,0.265,0.946,1.067,0.623,0.41,0.078,0,0,0,0,0,0,0
2018.12.19,1,발전량,6.004,0.25,1.066,0,1.066,0.146,0,0,0,0,0,0,0,0,0.146,0.482,0.8,0.992,1.066,0.995,0.828,0.534,0.162,0,0,0,0,0,0,0
2018.12.20,1,발전량,3.473,0.145,0.712,0,0.712,0.001,0,0,0,0,0,0,0,0,0.039,0.204,0.388,0.435,0.448,0.712,0.482,0.577,0.188,0.001,0,0,0,0,0,0
2018.12.21,1,발전량,5.107,0.213,0.986,0,0.986,0.019,0,0,0,0,0,0,0,0,0.156,0.543,0.793,0.986,0.955,0.946,0.565,0.144,0.019,0,0,0,0,0,0,0
2018.12.22,1,발전량,6.019,0.251,1.036,0,1.036,0.001,0,0,0,0,0,0,0,0,0.142,0.516,0.823,0.985,1.036,0.965,0.827,0.549,0.176,0.001,0,0,0,0,0,0
2018.12.23,1,발전량,6.231,0.26,1.106,0,1.106,0.002,0,0,0,0,0,0,0,0,0.084,0.562,0.762,1.038,1.106,1.031,0.883,0.58,0.182,0.002,0,0,0,0,0,0
2018.12.24,1,발전량,7.133,0.297,1.201,0,1.201,0.001,0,0,0,0,0,0,0,0,0.213,0.651,0.954,1.135,1.201,1.144,0.974,0.619,0.242,0.001,0,0,0,0,0,0
2018.12.25,1,발전량,3.094,0.129,0.737,0,0.737,0.002,0,0,0,0,0,0,0,0,0.053,0.23,0.441,0.737,0.416,0.507,0.429,0.186,0.093,0.002,0,0,0,0,0,0
2018.12.26,1,발전량,6.241,0.26,1.158,0,1.158,0.003,0,0,0,0,0,0,0,0,0.059,0.48,0.857,1.062,1.158,1.079,0.839,0.547,0.157,0.003,0,0,0,0,0,0
2018.12.27,1,발전량,7.257,0.302,1.223,0,1.223,0.003,0,0,0,0,0,0,0,0,0.19,0.644,0.966,1.16,1.223,1.161,0.983,0.678,0.249,0.003,0,0,0,0,0,0
2018.12.28,1,발전량,7.415,0.309,1.241,0,1.241,0.004,0,0,0,0,0,0,0,0,0.218,0.658,0.949,1.159,1.241,1.19,1.017,0.707,0.272,0.004,0,0,0,0,0,0
2018.12.29,1,발전량,7.342,0.306,1.214,0,1.214,0.004,0,0,0,0,0,0,0,0,0.192,0.653,0.977,1.154,1.214,1.172,1.006,0.7,0.269,0.004,0,0,0,0,0,0
2018.12.30,1,발전량,7.138,0.297,1.184,0,1.184,0.005,0,0,0,0,0,0,0,0,0.189,0.637,0.941,1.12,1.184,1.138,0.981,0.683,0.259,0.005,0,0,0,0,0,0
2018.12.31,1,발전량,6.803,0.283,1.149,0,1.149,0.005,0,0,0,0,0,0,0,0,0.199,0.627,0.921,1.093,1.149,1.1,0.937,0.52,0.251,0.005,0,0,0,0,0,0
